Run,Question,Correct,Latency
1,0,0,0.5565900802612305
1,1,1,0.5276811122894287
1,2,1,0.6161119937896729
1,3,1,0.6117219924926758
1,4,1,0.913348913192749
1,5,1,0.8273670673370361
1,6,1,0.6141841411590576
1,7,1,0.5048902034759521
1,8,1,0.7120599746704102
1,9,1,0.5470519065856934
1,10,1,0.4473569393157959
1,11,0,0.547426700592041
1,12,1,0.38604307174682617
1,13,0,0.530310869216919
1,14,1,0.5112481117248535
1,15,1,0.6121020317077637
1,16,1,0.5359082221984863
1,17,0,0.7796070575714111
1,18,1,0.46820807456970215
1,19,1,0.6698818206787109
1,20,1,1.3213787078857422
1,21,1,0.7100780010223389
1,22,1,0.42124080657958984
1,23,1,0.5402688980102539
1,24,1,0.5234999656677246
1,25,1,0.410891056060791
1,26,1,0.5044388771057129
1,27,1,0.8984529972076416
1,28,1,0.42518091201782227
1,29,1,0.4168686866760254
1,30,1,4.602763891220093
1,31,1,0.6152529716491699
1,32,0,0.7479801177978516
1,33,1,0.4375
1,34,1,0.7159790992736816
1,35,1,8.597383975982666
1,36,1,0.4128756523132324
1,37,1,0.7995657920837402
1,38,1,0.6101071834564209
1,39,1,0.5486440658569336
1,40,1,0.6299808025360107
1,41,1,0.5320858955383301
1,42,1,0.421828031539917
1,43,1,0.569124698638916
1,44,1,0.5856490135192871
1,45,1,0.6654720306396484
1,46,1,0.664527177810669
2,0,1,0.5059690475463867
2,1,1,0.476546049118042
2,2,1,0.5368547439575195
2,3,1,0.8318300247192383
2,4,1,0.9021282196044922
2,5,1,0.6225247383117676
2,6,1,0.6951007843017578
2,7,1,0.6341531276702881
2,8,1,0.6234879493713379
2,9,1,0.6412239074707031
2,10,1,0.4440751075744629
2,11,0,0.5379848480224609
2,12,1,0.5113518238067627
2,13,0,1.8413710594177246
2,14,1,0.5096778869628906
2,15,1,0.5371639728546143
2,16,1,0.5839312076568604
2,17,0,0.3174588680267334
2,18,1,0.5044162273406982
2,19,1,0.7105717658996582
2,20,1,0.5553269386291504
2,21,1,0.5692830085754395
2,22,1,0.36057591438293457
2,23,1,0.7612342834472656
2,24,0,0.6814160346984863
2,25,1,0.48798298835754395
2,26,1,0.7704579830169678
2,27,1,0.7152419090270996
2,28,1,0.9010121822357178
2,29,1,0.5311980247497559
2,30,1,0.5178182125091553
2,31,1,4.497097969055176
2,32,1,0.6131401062011719
2,33,1,0.6259303092956543
2,34,1,0.49773192405700684
2,35,1,0.605093240737915
2,36,1,0.5783748626708984
2,37,1,0.5530219078063965
2,38,1,0.6329538822174072
2,39,1,0.696990966796875
2,40,1,0.7108392715454102
2,41,1,0.5129909515380859
2,42,1,0.6116092205047607
2,43,1,0.5245811939239502
2,44,1,0.594045877456665
2,45,1,0.5926814079284668
2,46,1,0.5454831123352051
3,0,1,0.5018627643585205
3,1,1,0.6102180480957031
3,2,1,0.47762298583984375
3,3,1,2.7522618770599365
3,4,1,2.663409948348999
3,5,1,0.6566329002380371
3,6,1,0.7084589004516602
3,7,1,0.3992609977722168
3,8,1,0.699613094329834
3,9,1,0.4049081802368164
3,10,1,2.0781338214874268
3,11,0,0.5119717121124268
3,12,1,0.6089048385620117
3,13,0,0.4912288188934326
3,14,1,0.6344010829925537
3,15,1,0.5090460777282715
3,16,1,1.3821220397949219
3,17,0,0.5938341617584229
3,18,0,0.9551019668579102
3,19,1,1.1079699993133545
3,20,1,0.5011756420135498
3,21,1,0.531768798828125
3,22,1,0.36822509765625
3,23,1,0.49011993408203125
3,24,1,0.5457630157470703
3,25,1,0.5764989852905273
3,26,1,0.5109748840332031
3,27,1,0.658010721206665
3,28,1,0.28250813484191895
3,29,1,0.5138139724731445
3,30,1,0.36055493354797363
3,31,1,0.8019859790802002
3,32,0,0.5203299522399902
3,33,1,0.8822569847106934
3,34,1,0.4870290756225586
3,35,1,0.3948490619659424
3,36,1,0.6487672328948975
3,37,1,0.5778300762176514
3,38,1,0.8172321319580078
3,39,1,0.40614819526672363
3,40,1,0.5197689533233643
3,41,1,0.5001320838928223
3,42,1,0.4939839839935303
3,43,1,0.7739419937133789
3,44,1,2.45310115814209
3,45,1,0.7636198997497559
3,46,1,0.6316440105438232
4,0,1,0.4041428565979004
4,1,1,0.591804027557373
4,2,1,0.5341801643371582
4,3,1,0.7838196754455566
4,4,1,0.6451530456542969
4,5,1,0.49014997482299805
4,6,1,0.6318471431732178
4,7,1,0.5108461380004883
4,8,1,1.7983801364898682
4,9,1,0.7581939697265625
4,10,1,0.47391510009765625
4,11,0,0.519517183303833
4,12,1,0.45795416831970215
4,13,0,0.5830521583557129
4,14,1,0.46350574493408203
4,15,1,0.6131770610809326
4,16,1,0.565532922744751
4,17,0,0.9219510555267334
4,18,1,0.42706990242004395
4,19,1,0.5722968578338623
4,20,1,0.5334072113037109
4,21,1,0.49626708030700684
4,22,1,0.37506103515625
4,23,1,0.4320650100708008
4,24,1,0.5780289173126221
4,25,1,3.8216569423675537
4,26,1,0.6766190528869629
4,27,1,0.8264029026031494
4,28,1,0.6439251899719238
4,29,1,0.5190298557281494
4,30,1,0.6281890869140625
4,31,1,0.6083929538726807
4,32,1,0.7505409717559814
4,33,1,0.578326940536499
4,34,1,0.6133177280426025
4,35,1,0.40494298934936523
4,36,1,0.5854229927062988
4,37,1,0.5142331123352051
4,38,1,0.6381609439849854
4,39,1,0.7393481731414795
4,40,1,0.4852638244628906
4,41,1,0.37047290802001953
4,42,1,0.5090069770812988
4,43,1,0.48603010177612305
4,44,1,0.5763700008392334
4,45,1,0.7161767482757568
4,46,1,0.5144789218902588
5,0,1,1.3173949718475342
5,1,1,0.903040885925293
5,2,1,0.8871562480926514
5,3,1,0.7057089805603027
5,4,1,1.3831150531768799
5,5,0,1.0553851127624512
5,6,1,0.7952620983123779
5,7,1,0.530890941619873
5,8,1,0.6787428855895996
5,9,1,0.5546071529388428
5,10,1,0.9673848152160645
5,11,0,0.5104141235351562
5,12,1,0.4540133476257324
5,13,0,0.6636650562286377
5,14,1,1.0104739665985107
5,15,1,0.5582890510559082
5,16,1,0.4616358280181885
5,17,0,0.7817559242248535
5,18,1,0.6173889636993408
5,19,1,0.6099798679351807
5,20,1,0.6505019664764404
5,21,1,0.43410801887512207
5,22,1,0.3632850646972656
5,23,1,0.6302499771118164
5,24,0,0.5640499591827393
5,25,1,4.299669981002808
5,26,1,0.800494909286499
5,27,1,0.7317109107971191
5,28,1,0.4115469455718994
5,29,1,0.6105148792266846
5,30,1,0.3718221187591553
5,31,1,0.7785418033599854
5,32,1,0.6880300045013428
5,33,1,0.6148557662963867
5,34,1,0.5124597549438477
5,35,1,0.3821890354156494
5,36,1,0.4287080764770508
5,37,1,0.48313379287719727
5,38,1,0.8454339504241943
5,39,1,0.7156929969787598
5,40,1,0.6081850528717041
5,41,1,0.4090440273284912
5,42,1,0.610633134841919
5,43,1,0.5141482353210449
5,44,1,0.7144098281860352
5,45,1,0.715836763381958
5,46,1,0.714102029800415
6,0,1,0.5104138851165771
6,1,1,0.6064839363098145
6,2,1,0.5268187522888184
6,3,1,0.6942610740661621
6,4,1,0.6088728904724121
6,5,1,0.5247132778167725
6,6,1,0.5957238674163818
6,7,1,0.44324183464050293
6,8,1,0.5667996406555176
6,9,1,0.6014108657836914
6,10,1,0.3959789276123047
6,11,0,2.9414360523223877
6,12,1,0.7550008296966553
6,13,0,0.5719819068908691
6,14,1,0.5824072360992432
6,15,1,0.5846748352050781
6,16,1,0.6384341716766357
6,17,0,0.445178747177124
6,18,0,0.460540771484375
6,19,1,0.60707688331604
6,20,1,0.5018119812011719
6,21,1,0.5400440692901611
6,22,1,0.4079322814941406
6,23,0,0.5849030017852783
6,24,1,0.5373020172119141
6,25,1,3.022874116897583
6,26,1,0.6614799499511719
6,27,1,0.79506516456604
6,28,1,0.6642651557922363
6,29,1,0.5853428840637207
6,30,1,0.5625448226928711
6,31,1,0.8141670227050781
6,32,0,0.6314051151275635
6,33,1,0.9193522930145264
6,34,1,0.5498998165130615
6,35,1,1.6755030155181885
6,36,1,0.7770528793334961
6,37,1,0.4210970401763916
6,38,1,0.5981941223144531
6,39,1,0.8177201747894287
6,40,1,0.6273889541625977
6,41,1,0.49422407150268555
6,42,1,0.528101921081543
6,43,1,0.6980133056640625
6,44,1,0.7389659881591797
6,45,1,0.6454339027404785
6,46,1,0.641869068145752
7,0,1,0.4804680347442627
7,1,1,0.6490418910980225
7,2,1,0.4502139091491699
7,3,1,0.6890361309051514
7,4,1,0.7074859142303467
7,5,1,0.6199479103088379
7,6,1,0.6511521339416504
7,7,1,0.6754150390625
7,8,1,0.8810122013092041
7,9,1,7.516334056854248
7,10,1,0.6788170337677002
7,11,0,0.5335838794708252
7,12,1,0.41323089599609375
7,13,0,5.135143995285034
7,14,1,0.6968190670013428
7,15,1,0.6134698390960693
7,16,1,0.5427289009094238
7,17,0,0.4800231456756592
7,18,1,0.6088361740112305
7,19,1,0.7201950550079346
7,20,1,0.8122308254241943
7,21,1,0.5105619430541992
7,22,1,0.5134789943695068
7,23,1,2.5550591945648193
7,24,0,0.5115072727203369
7,25,1,1.1258158683776855
7,26,1,0.68756103515625
7,27,1,1.619643211364746
7,28,1,0.616196870803833
7,29,1,0.5799620151519775
7,30,1,0.32489013671875
7,31,1,0.5896272659301758
7,32,0,0.8709650039672852
7,33,1,0.45195817947387695
7,34,1,0.692716121673584
7,35,1,0.4996769428253174
7,36,1,0.6149640083312988
7,37,1,0.6228301525115967
7,38,1,0.7139608860015869
7,39,1,0.9211859703063965
7,40,1,0.602299690246582
7,41,1,0.43895626068115234
7,42,1,0.4791228771209717
7,43,1,0.4979679584503174
7,44,1,0.5340919494628906
7,45,1,0.7888031005859375
7,46,1,0.6524918079376221
8,0,1,0.4977571964263916
8,1,1,0.5009622573852539
8,2,1,0.4366741180419922
8,3,0,0.7890589237213135
8,4,1,0.5909769535064697
8,5,1,0.6322391033172607
8,6,1,0.6193218231201172
8,7,1,0.350543737411499
8,8,1,1.2351329326629639
8,9,1,0.390718936920166
8,10,1,0.4552156925201416
8,11,0,0.5710330009460449
8,12,1,0.5750672817230225
8,13,0,0.5048611164093018
8,14,1,0.5014410018920898
8,15,1,0.5119359493255615
8,16,1,0.5465488433837891
8,17,0,0.4966762065887451
8,18,0,0.5006792545318604
8,19,1,0.6109950542449951
8,20,1,0.6353449821472168
8,21,1,0.5435459613800049
8,22,1,0.45253491401672363
8,23,1,0.5098953247070312
8,24,1,0.4735839366912842
8,25,1,0.511030912399292
8,26,1,0.7487847805023193
8,27,1,1.2743821144104004
8,28,1,0.3139491081237793
8,29,1,0.5593588352203369
8,30,1,0.3944399356842041
8,31,1,1.0165026187896729
8,32,1,0.571972131729126
8,33,1,0.44418787956237793
8,34,1,0.4754788875579834
8,35,1,0.536635160446167
8,36,1,0.4773411750793457
8,37,1,0.4054131507873535
8,38,1,0.47475194931030273
8,39,1,0.6630721092224121
8,40,1,4.831590890884399
8,41,1,0.5471458435058594
8,42,1,0.5404727458953857
8,43,1,0.48121023178100586
8,44,1,0.541550874710083
8,45,1,1.1346650123596191
8,46,1,0.7409157752990723
9,0,1,0.5425570011138916
9,1,1,0.5117578506469727
9,2,1,0.5127089023590088
9,3,1,0.6391739845275879
9,4,1,0.71002197265625
9,5,1,0.5446128845214844
9,6,1,0.4376370906829834
9,7,1,0.4034247398376465
9,8,1,0.7631180286407471
9,9,1,0.4187788963317871
9,10,1,0.4882659912109375
9,11,0,0.586820125579834
9,12,1,4.423070192337036
9,13,0,0.529062032699585
9,14,1,0.6336278915405273
9,15,1,0.5866279602050781
9,16,1,0.4777648448944092
9,17,0,0.5185608863830566
9,18,1,0.5589039325714111
9,19,1,0.9739446640014648
9,20,1,0.615541934967041
9,21,1,0.6105380058288574
9,22,1,0.4102048873901367
9,23,1,2.8620190620422363
9,24,1,0.5095789432525635
9,25,1,0.5315001010894775
9,26,1,0.5844779014587402
9,27,1,0.5160939693450928
9,28,1,0.301738977432251
9,29,1,0.7217121124267578
9,30,1,0.3822958469390869
9,31,1,0.8700201511383057
9,32,1,0.6063108444213867
9,33,1,0.40894198417663574
9,34,1,0.48676609992980957
9,35,1,0.5154979228973389
9,36,1,0.5124752521514893
9,37,1,0.5120999813079834
9,38,1,0.6129190921783447
9,39,1,0.7639050483703613
9,40,1,0.7694990634918213
9,41,1,0.39054322242736816
9,42,1,0.6286101341247559
9,43,1,0.4992091655731201
9,44,1,0.4984707832336426
9,45,1,0.8762400150299072
9,46,1,0.7089171409606934
10,0,0,0.45181798934936523
10,1,1,0.622241735458374
10,2,1,0.5195939540863037
10,3,1,0.5473389625549316
10,4,1,0.8125438690185547
10,5,0,0.43470287322998047
10,6,1,0.46351194381713867
10,7,1,0.5122630596160889
10,8,1,0.5438909530639648
10,9,1,1.1687660217285156
10,10,1,0.4359111785888672
10,11,0,1.2253098487854004
10,12,1,0.48135995864868164
10,13,0,0.5404238700866699
10,14,1,0.9234309196472168
10,15,1,0.5089249610900879
10,16,1,0.6138579845428467
10,17,0,0.38909006118774414
10,18,1,0.6285288333892822
10,19,1,0.611774206161499
10,20,1,0.9916331768035889
10,21,1,0.46391820907592773
10,22,1,0.38271069526672363
10,23,1,0.5275893211364746
10,24,1,0.5436811447143555
10,25,1,0.5252890586853027
10,26,1,0.7570853233337402
10,27,1,0.8517911434173584
10,28,1,0.3490772247314453
10,29,1,0.6423232555389404
10,30,1,0.44778871536254883
10,31,1,5.586556911468506
10,32,0,0.714472770690918
10,33,1,0.4170200824737549
10,34,1,0.6319408416748047
10,35,1,0.5836880207061768
10,36,1,0.8266730308532715
10,37,1,0.5041790008544922
10,38,1,0.8722360134124756
10,39,1,0.658135175704956
10,40,1,0.4015030860900879
10,41,1,0.516822099685669
10,42,1,0.49860310554504395
10,43,1,0.542827844619751
10,44,1,0.5974142551422119
10,45,1,0.893298864364624
10,46,1,0.7442309856414795
